filename,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
yating-00252.wav,0.09437571465969086,1339.2273660319634,1264.8576562081485,2453.795792863176,0.07988386824324324,-261.47296142578125,133.19874572753906,-11.191169738769531,44.07813262939453,-19.358585357666016,1.4561431407928467,-3.061466932296753,-4.572207927703857,-8.695478439331055,-3.3240959644317627,-2.08874249458313,-2.1653101444244385,-2.7288310527801514,-3.3036696910858154,4.031711578369141,-8.94424057006836,5.183597087860107,-6.980946063995361,-2.1682019233703613,-2.4312827587127686,fakeA
yating-00337.wav,0.09437571465969086,1208.7973491553305,1184.8199145023202,2210.206773045144,0.07035288958641063,-275.0151062011719,120.08008575439453,-4.107335090637207,43.03798294067383,-16.79620933532715,2.5621938705444336,-2.897552490234375,-3.761634349822998,-8.374629020690918,-3.9122087955474854,-2.3490517139434814,-3.5994210243225098,-2.941702127456665,-4.538629531860352,3.304900884628296,-7.970785140991211,3.3711185455322266,-5.131241321563721,-2.3985695838928223,-1.8090362548828125,fakeA
yating-00276.wav,0.09437571465969086,1731.171701133659,1451.2714972512667,3097.91015625,0.09926871366279069,-270.84283447265625,97.13361358642578,-19.633214950561523,44.83842849731445,-31.065364837646484,12.479787826538086,-13.952877044677734,-5.414884567260742,-15.854273796081543,-5.534316062927246,-4.1930437088012695,-9.029711723327637,4.4854326248168945,-6.42177677154541,2.4887802600860596,-9.560413360595703,0.5271496772766113,-8.725885391235352,-4.559962272644043,-1.9328120946884155,fakeA
yating-00312.wav,0.09437571465969086,1803.097038346085,1508.6521158806547,3285.3312353730726,0.101138749311674,-263.1673278808594,87.580810546875,-12.666619300842285,49.725250244140625,-26.311063766479492,9.903539657592773,-14.24722957611084,-2.281376361846924,-14.636191368103027,-5.768258571624756,-1.6872694492340088,-8.910304069519043,2.790318489074707,-5.080568790435791,2.749533176422119,-8.878047943115234,1.3066949844360352,-7.5850396156311035,-3.2578017711639404,-0.7466209530830383,fakeA
yating-00300.wav,0.09437571465969086,1528.9705890643065,1351.9138180252412,2788.507911296206,0.07559999696011672,-291.93328857421875,83.89097595214844,-20.930435180664062,34.62813186645508,-24.55495834350586,9.486841201782227,-14.840641975402832,-3.438070058822632,-11.652063369750977,-4.472862243652344,-1.1676439046859741,-8.299159049987793,2.8419172763824463,-4.982113838195801,0.7743834853172302,-9.438298225402832,1.2155200242996216,-6.7963690757751465,-3.2547214031219482,0.9900025725364685,fakeA
yating-00255.wav,0.09437571465969086,1546.0878338540792,1352.1132052450464,2875.186091361286,0.09663841192670863,-269.65655517578125,116.987060546875,-16.47764778137207,58.592166900634766,-18.15607452392578,6.5511579513549805,-4.66636323928833,0.23432736098766327,-9.397915840148926,-3.385305166244507,-2.000779628753662,-4.828869819641113,-1.0427899360656738,-4.103793621063232,5.026503086090088,-11.339760780334473,5.2392048835754395,-4.770342826843262,-1.9602292776107788,-2.2033612728118896,fakeA
yating-00306.wav,0.09437571465969086,1710.537549914517,1475.896397021897,3126.171146222015,0.0953134717039801,-278.4854736328125,98.64849853515625,-18.117359161376953,43.40471649169922,-26.85546112060547,9.881756782531738,-18.01835823059082,-2.531355857849121,-16.78904914855957,-4.216953277587891,-2.63974666595459,-8.131637573242188,3.0280141830444336,-6.471626281738281,4.218502521514893,-10.696722984313965,2.693956136703491,-8.322582244873047,-4.442619800567627,-0.6876856088638306,fakeA
yating-00323.wav,0.09437571465969086,1336.6935694809129,1238.579903063584,2440.6469413926075,0.07926356501018626,-258.3019714355469,129.13856506347656,-15.086926460266113,47.13093948364258,-16.30319595336914,3.526655435562134,-3.0181305408477783,-5.025436878204346,-8.028831481933594,-3.686821222305298,-4.039681911468506,-2.209489107131958,-2.8356258869171143,-4.997654438018799,4.963473320007324,-9.582051277160645,4.017362117767334,-5.4278130531311035,-2.2811639308929443,-2.020928144454956,fakeA
yating-00331.wav,0.09437571465969086,1355.6871250697357,1317.1280226873102,2614.0276344324834,0.07390629354793757,-249.0535888671875,129.43199157714844,-17.519229888916016,55.61659622192383,-13.680924415588379,6.6797871589660645,-4.148165225982666,-4.32441520690918,-7.809059143066406,-4.855524063110352,-4.815508842468262,-1.4144803285598755,-2.5862085819244385,-5.631363391876221,5.359131813049316,-9.532403945922852,5.110828399658203,-6.445606231689453,-2.036315441131592,-1.9169567823410034,fakeA
yating-00303.wav,0.09437571465969086,1237.6342122303265,1268.467862711766,2326.726769453642,0.06763180360099338,-274.5007019042969,141.10101318359375,-5.619009017944336,49.063018798828125,-19.91258430480957,5.119533061981201,-0.8821144104003906,-2.634237766265869,-8.631531715393066,-3.343414545059204,-1.5010336637496948,-2.06268310546875,-1.6020176410675049,-3.658241033554077,4.446447372436523,-9.266568183898926,4.828232765197754,-5.946188449859619,-2.2869694232940674,-2.0332343578338623,fakeA
